"LD1","LD2","Group"
0.429995632999283,6.6260402776016,"1"
0.0205053144738978,2.67199634088277,"1"
-30.4454769408997,-17.0724624152261,"2"
-29.6270247004049,-16.4079663683063,"2"
0.353831732506819,4.80881541571188,"1"
0.233164083948315,4.7804033021376,"1"
0.763809328836244,6.77863364672188,"1"
0.764972746249528,6.76599034212821,"1"
0.705768659181761,6.75400405615092,"1"
0.619421499689703,6.74417510969188,"1"
-29.2523470137347,-16.659431862071,"2"
0.679144821215993,6.80221729750481,"1"
0.467734534608701,6.69529014667775,"1"
0.640819836889647,6.79129870687124,"1"
0.613639211822218,6.82446746270922,"1"
0.701784245826738,6.78447259866283,"1"
0.465985052022949,6.84452364237861,"1"
0.66553101485164,6.74020301125407,"1"
0.651362546434877,6.81789929779411,"1"
0.608008144463232,6.83238266216729,"1"
0.801938241778922,6.85993522051896,"1"
-33.0357142710919,-16.8365924880265,"2"
-33.0866970810658,-16.8872321369341,"2"
0.088525266946468,2.98512211704414,"1"
65.0980071499585,-17.7222554699916,"3"
0.591803554927837,6.74790691299092,"1"
-33.499224257826,-16.8960980928829,"2"
0.325700562111837,6.57189752522602,"1"
0.326202373599195,6.64587260048014,"1"
0.357235202994316,6.57708034469046,"1"
0.33766773496817,6.51203731859981,"1"
0.301272903166502,6.50480147152821,"1"
0.760253056533156,6.81562597891115,"1"
0.757333135538184,6.85169469576921,"1"
0.758576110422022,6.79758345869652,"1"
0.73081023505939,6.73784588783815,"1"
0.687709901595843,6.71970758591214,"1"
0.645376061650858,6.66532793552077,"1"
0.680253741168044,6.72117900208596,"1"
69.2564251789203,-18.9771494790476,"3"
68.6931317302407,-18.8108868485115,"3"
68.917578154876,-18.8666290530679,"3"
69.0805985618437,-18.9167784462739,"3"
65.2045914832717,-17.4338216950038,"3"
0.664324285879752,6.763783957534,"1"
0.501171222068367,2.53551919715201,"1"
-33.5404467220899,-16.9280865863072,"2"
0.815669535025831,6.86002591182569,"1"
0.751879495950837,6.82692654019591,"1"
0.632450707341276,6.77039520026851,"1"
0.703825199605038,6.776089869319,"1"
0.736554132904153,6.81142475227344,"1"
0.5376947578063,6.87384086216976,"1"
-31.5984756109515,-17.0065516326137,"2"
-28.5280157082507,-16.6525673036274,"2"
-30.0012430288989,-15.5846793114892,"2"
-32.0830259842579,-16.136348067596,"2"
-32.2290230534922,-16.2660086542849,"2"
-32.9526381850873,-16.729692133304,"2"
-27.8356846026424,-17.3152746783558,"2"
0.693915096128785,6.71601217803309,"1"
0.708127851748659,6.71199893713683,"1"
0.564681218599467,6.71178308965215,"1"
0.572833766145243,6.72447853209037,"1"
0.732114909639699,6.80180186950737,"1"
0.719510959230808,6.79259950671376,"1"
0.535971410545623,6.68387921923586,"1"
0.566210608537504,6.70620599270241,"1"
0.678357329928127,6.78004470418079,"1"
0.514205035486984,6.61926757369229,"1"
0.53038354779802,2.6038425702013,"1"
0.692564052303332,6.77704983406276,"1"
0.772607194327863,6.77037788735865,"1"
0.303516096099031,6.71273316475621,"1"
