"LD1","LD2","Group"
-3.40872614785509,-0.0408457277624822,"1"
1.29054026671436,-0.0617183650764523,"3"
4.32381506406158,-0.850852725323429,"3"
2.04757241663585,-0.468501632169914,"3"
4.21444891743932,-0.974588547935281,"3"
0.776614234262893,1.95476649593625,"1"
2.94536340613676,0.0473955675260629,"3"
0.734180232307031,1.54320973366301,"1"
-1.59425130465979,0.943424346221799,"1"
-1.60754136744475,1.08471612893299,"1"
-2.6668969484046,0.25158955165035,"1"
-2.29878741780092,3.61551082060554,"1"
4.24247988470208,-1.19227560196368,"3"
4.24701730826426,-1.22665652872544,"3"
-2.14875203684535,1.58851644873571,"1"
-3.9596682814548,-1.33550778674778,"1"
-3.94610220327421,-4.61413435432581,"2"
-5.7125768944102,-4.79128555270522,"2"
-3.11568147473779,1.18847587195794,"1"
-5.13283723483212,-5.87377420920858,"2"
-3.18630972351596,0.403713460836608,"1"
-5.06401236727354,-2.1615809026199,"2"
-6.07892045696492,-5.04771655479863,"2"
4.47671732458315,-0.496222184953463,"3"
4.79554267519507,-1.1597716194586,"3"
-3.62116282447652,2.98107100113856,"1"
4.43901097810467,-0.340555155393111,"3"
4.32923436553378,-0.27270838239356,"3"
3.71703115908507,-0.827516650656579,"3"
3.80309726346988,-0.544975435454663,"3"
1.17964612489143,0.488609619103905,"3"
4.30913225066003,-0.641439552305238,"3"
3.2494273892166,0.299667653897729,"3"
-2.65990134301158,2.06969947001109,"1"
4.25086709820569,-0.643522024205029,"3"
-3.06015833871655,-0.262703338108641,"1"
-1.30412856074909,0.839733472100675,"1"
-3.0832450004965,-1.51159187120452,"1"
-1.62294209746449,-0.134319299603973,"1"
-1.76690036644494,-0.0386161835127332,"1"
-2.47683392398685,0.865258332058531,"1"
-1.76691705476689,1.55492892110944,"1"
-1.97397447826859,1.12649178162487,"1"
-3.57210859485235,0.436326115863371,"1"
-2.85744793985906,0.705332522611912,"1"
-1.73672371510553,0.193664278379894,"1"
-4.14201621420083,-0.453951753847503,"1"
3.40896074128521,0.0378594572320603,"3"
3.35464252840455,0.0519130167939713,"3"
3.35989252205705,0.121368621962821,"3"
3.42427246582025,0.0324211441364883,"3"
3.51994865131888,0.0390418313752344,"3"
3.1145735045513,0.178411957242477,"3"
-3.21347957817384,0.404766450609037,"1"
1.63083619075136,0.559661473445479,"3"
4.43575449722475,-0.963836742280303,"3"
-2.89819520593603,3.09202415094063,"1"
-1.7617559733118,1.74525441571908,"1"
-2.79794860707044,3.68489581009849,"1"
-2.83387427565371,3.0404221295074,"1"
-3.24155369619874,2.82133477132295,"1"
-5.00971186227201,-4.78493043291799,"2"
4.2393896789345,-0.472916047754438,"3"
4.15420450651005,-0.474690144961203,"3"
4.19561496777583,-0.918950375947962,"3"
4.26758683880219,-0.176423211362685,"3"
4.1554327780967,-0.361536589572682,"3"
3.78313894149736,-0.891014271948634,"3"
4.41609086978425,-0.816021654688757,"3"
3.41664870703191,0.132673968022012,"3"
3.23591380514923,1.03198467880092,"3"
4.39101425557814,-1.01746378354558,"3"
-1.06974464617355,0.990919751818598,"1"
-1.03808666224374,1.24717818433224,"1"
-2.4699622778051,-0.364927576314252,"1"
-2.44596392120369,-0.269156765774595,"1"
-1.78570445044913,1.19997866614416,"1"
-1.82205251786176,1.3261089037261,"1"
-2.3674003687395,0.0108594284328298,"1"
-2.38807187505748,-0.36772616631057,"1"
-3.25878171124866,0.268208107503336,"1"
-1.63581854733635,1.43542718966878,"1"
1.64225774348066,0.644172936007444,"3"
-3.79094274105191,-0.160203763327582,"1"
-3.70381917763908,0.196956197089385,"1"
3.58047985377667,-0.468815368730717,"3"
