Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NG0054_R1	NG0054_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9342286.0	0.0	151.0	50.0	79.24323289542514	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
NG0054_R2	NG0054_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9342286.0	0.0	151.0	50.0	82.08195793528483	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
NP0058_R1	NP0058_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12773549.0	0.0	151.0	50.0	76.45421731663748	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
NP0058_R2	NP0058_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12773549.0	0.0	151.0	50.0	80.13665663255951	151.0	pass	warn	warn	pass	pass	warn	pass	pass	pass	pass	pass
P28_R1	P28_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8979346.0	0.0	300.0	50.0	88.42419673112977	300.0	pass	fail	pass	pass	warn	warn	pass	pass	pass	pass	pass
P28_R2	P28_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8979346.0	0.0	300.0	51.0	89.52511351507036	300.0	pass	fail	pass	pass	fail	warn	pass	pass	pass	pass	pass
P29_R1	P29_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9335380.0	0.0	300.0	50.0	87.71774306780758	300.0	pass	fail	pass	pass	warn	warn	pass	pass	pass	pass	pass
P29_R2	P29_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9335380.0	0.0	300.0	50.0	87.71774306780758	300.0	pass	fail	pass	pass	warn	warn	pass	pass	pass	pass	pass
P3_R1	P3_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16130764.0	0.0	300.0	50.0	84.77269660543018	300.0	pass	fail	pass	pass	warn	warn	pass	pass	pass	pass	fail
P3_R2	P3_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16130764.0	0.0	300.0	50.0	87.63853641761243	300.0	pass	fail	fail	pass	warn	pass	fail	pass	pass	pass	fail
PH42_R1	PH42_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1302666.0	0.0	35-251	48.0	95.3268957767767	247.50612513107734	pass	pass	pass	pass	warn	warn	pass	warn	pass	warn	pass
PH42_R2	PH42_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1302666.0	0.0	35-251	49.0	95.61736005569234	247.576364163953	pass	warn	pass	pass	warn	warn	pass	warn	pass	pass	pass
PL2-1_R1	PL2-1_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5402024.0	0.0	35-251	49.0	77.52440070155224	228.00548738769024	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
PL2-1_R2	PL2-1_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5402024.0	0.0	35-251	50.0	79.46898639171974	228.37181859984332	pass	warn		pass	fail	warn	pass	warn	pass	pass	pass
Pg1213-22_R1	Pg1213-22_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3941586.0	0.0	35-251	50.0	83.19413916651361	195.85103027055607	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
Pg1213-22_R2	Pg1213-22_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3941586.0	0.0	35-251	50.0	84.16661746060285	197.51410295246635	pass	fail	pass	pass	fail	warn	pass	warn	pass	pass	pass
PgKY4OV2-1_R1	PgKY4OV2-1_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16131861.0	0.0	35-100	51.0	88.11348308480693	99.2206833421141	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
PgKY4OV2-1_R2	PgKY4OV2-1_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16131861.0	0.0	35-100	52.0	89.17101736552586	98.25176438105932	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
PgPA18C-02_R1	PgPA18C-02_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20869674.0	0.0	35-100	50.0	90.45044949054898	99.2305506065883	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
PgPA18C-02_R2	PgPA18C-02_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20869674.0	0.0	35-100	50.0	91.3959696488035	97.98428437358437	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
SSFL02_R1	SSFL02_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2970187.0	0.0	35-251	50.0	82.54297560890768	215.72981465476752	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SSFL02_R2	SSFL02_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2970187.0	0.0	35-251	50.0	84.28105558225964	217.57804340265446	pass	fail	pass	pass	fail	warn	pass	warn	pass	pass	pass
SSFL14-3_R1	SSFL14-3_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3065873.0	0.0	35-251	48.0	79.55500493507272	222.06632564362582	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SSFL14-3_R2	SSFL14-3_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3065873.0	0.0	35-251	49.0	81.3066409527271	223.4186324743393	pass	fail	pass	pass	fail	warn	pass	warn	pass	pass	pass
T25_R1	T25_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13229717.0	0.0	250.0	51.0	88.26854823880807	250.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	fail
T25_R2	T25_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13229717.0	0.0	250.0	51.0	88.85045905246	250.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass	fail
TG0004_R1	TG0004_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7836183.0	0.0	151.0	50.0	80.75565565515842	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
TG0004_R2	TG0004_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7836183.0	0.0	151.0	50.0	82.73680329312471	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
TG0032_R1	TG0032_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11539189.0	0.0	151.0	50.0	77.77220390006782	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
TG0032_R2	TG0032_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11539189.0	0.0	151.0	50.0	80.86932689454466	151.0	pass	warn	warn	pass	pass	warn	pass	pass	pass	warn	pass
TN0001_R1	TN0001_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9031422.0	0.0	151.0	50.0	78.40233321624525	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
TN0001_R2	TN0001_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9031422.0	0.0	151.0	50.0	80.84842784428695	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
TN0002_R1	TN0002_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11034274.0	0.0	151.0	50.0	76.55727986117054	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
TN0002_R2	TN0002_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11034274.0	0.0	151.0	50.0	79.52188757199681	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
TN0050_R1	TN0050_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11636071.0	0.0	150.0	51.0	80.38515192622452	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
TN0050_R2	TN0050_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11636071.0	0.0	150.0	51.0	82.99181977198926	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	pass
TN0057_R1	TN0057_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11732409.0	0.0	151.0	50.0	77.21453475434434	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
TN0057_R2	TN0057_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11732409.0	0.0	151.0	50.0	80.37989065933441	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
TN0065_R1	TN0065_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14702538.0	0.0	151.0	50.0	75.62500179660518	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
TN0065_R2	TN0065_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14702538.0	0.0	151.0	49.0	79.27505911501497	151.0	pass	warn	warn	pass	pass	warn	pass	pass	pass	pass	pass
TN0090_R1	TN0090_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11611731.0	0.0	151.0	50.0	77.98150559642127	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
TN0090_R2	TN0090_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11611731.0	0.0	151.0	50.0	81.10163928576159	151.0	pass	warn	warn	pass	pass	warn	pass	pass	pass	pass	pass
TR0025_R1	TR0025_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14654436.0	0.0	150.0	51.0	78.34470223200228	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
TR0025_R2	TR0025_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14654436.0	0.0	150.0	51.0	80.90054375233649	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
US0041_R1	US0041_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7987470.0	0.0	151.0	50.0	78.90876627055509	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
US0041_R2	US0041_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7987470.0	0.0	151.0	50.0	81.34806635382823	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
US0064_R1	US0064_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14805986.0	0.0	150.0	49.0	75.593924085915	150.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
US0064_R2	US0064_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14805986.0	0.0	150.0	49.0	78.34599674865105	150.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	warn	pass
VT0027_R1	VT0027_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7284224.0	0.0	151.0	50.0	77.90987448257182	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
VT0027_R2	VT0027_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7284224.0	0.0	151.0	50.0	80.52571222699846	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	warn	pass
VT0030_R1	VT0030_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9220111.0	0.0	151.0	50.0	79.06458069318974	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
VT0030_R2	VT0030_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9220111.0	0.0	151.0	50.0	81.36790724753718	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
Z2-1_R1	Z2-1_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30523217.0	0.0	75.0	49.0	78.04340861123916	75.0	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	pass
Z2-1_R2	Z2-1_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30523217.0	0.0	75.0	49.0	78.32718653497454	75.0	pass	pass	fail	pass	pass	warn	pass	pass	pass	warn	pass
